timestamp,ax,ay,az,gx,gy,gz,roll,pitch,yaw
2024-01-15 10:00:00.290000,-0.0139,0.0606,1.0469,-0.3525,-0.1182,0.0454,0.0061,0.0071,0.0031
2024-01-15 10:00:00.300000,0.162,0.0569,0.9687,-0.2871,-0.0366,-0.2214,0.0033,0.0067,0.0009
2024-01-15 10:00:00.310000,-0.0027,0.0475,0.9538,-0.012,0.0142,-0.1397,0.0032,0.0069,-0.0005
2024-01-15 10:00:00.320000,0.0273,0.174,0.967,-0.2338,0.121,0.1235,0.0008,0.0081,0.0007
2024-01-15 10:00:00.330000,0.04,0.2994,0.8547,-0.3515,0.2393,-0.4777,-0.0027,0.0105,-0.004
2024-01-15 10:00:00.340000,0.1885,0.2721,0.7919,-0.1513,-0.1883,0.3879,-0.0042,0.0086,-0.0001
2024-01-15 10:00:00.350000,0.2603,0.2131,0.8137,-0.4418,0.18,0.0146,-0.0086,0.0104,-0.0
2024-01-15 10:00:00.360000,0.1875,-0.0444,0.778,0.109,-0.5028,0.1525,-0.0075,0.0053,0.0015
2024-01-15 10:00:00.370000,0.1511,-0.0064,0.9693,0.092,0.0594,-0.0885,-0.0066,0.0059,0.0006
2024-01-15 10:00:00.380000,0.1687,0.219,0.9662,-0.3807,-0.2251,-0.0353,-0.0104,0.0037,0.0003
2024-01-15 10:00:00.390000,0.2973,0.2511,0.9943,0.2613,-0.0508,0.0676,-0.0078,0.0032,0.001
2024-01-15 10:00:00.400000,0.3093,0.1506,1.0301,-0.4003,0.1548,0.1241,-0.0118,0.0047,0.0022
2024-01-15 10:00:00.410000,0.2917,0.064,1.049,-0.1619,0.4128,0.4937,-0.0134,0.0089,0.0071
2024-01-15 10:00:00.420000,0.1872,0.1766,1.1001,0.0677,-0.0825,0.1538,-0.0128,0.008,0.0087
2024-01-15 10:00:00.430000,0.2454,0.107,1.1368,0.0196,0.1054,0.1299,-0.0126,0.0091,0.01
2024-01-15 10:00:00.440000,0.217,0.1149,1.2663,-0.4689,0.0599,-0.0598,-0.0173,0.0097,0.0094
2024-01-15 10:00:00.450000,0.2008,-0.1481,1.1723,0.1336,-0.5324,0.2351,-0.0159,0.0044,0.0117
2024-01-15 10:00:00.460000,0.2241,0.0044,1.1486,-0.0143,0.0794,-0.1115,-0.0161,0.0052,0.0106
2024-01-15 10:00:00.470000,0.1396,0.096,1.1414,0.5683,0.612,0.1428,-0.0104,0.0113,0.012
2024-01-15 10:00:00.480000,0.1404,-0.0255,1.1265,0.1785,0.2847,0.0265,-0.0086,0.0141,0.0123
2024-01-15 10:00:00.490000,0.0537,-0.012,0.9163,0.4412,-0.1185,-0.338,-0.0042,0.0129,0.0089
2024-01-15 10:00:00.500000,0.0325,-0.1029,1.0157,-0.2828,-0.124,0.2058,-0.007,0.0117,0.011
2024-01-15 10:00:00.510000,0.0207,-0.1126,0.8427,-0.4733,-0.1694,-0.2432,-0.0117,0.01,0.0086
2024-01-15 10:00:00.520000,-0.1849,-0.0213,0.9531,0.3977,0.1955,0.7415,-0.0078,0.012,0.016
2024-01-15 10:00:00.530000,-0.1306,-0.1961,0.7854,0.1044,0.021,0.1318,-0.0067,0.0122,0.0173
2024-01-15 10:00:00.540000,-0.1769,-0.2095,0.7967,0.5484,-0.4403,0.1534,-0.0012,0.0078,0.0188
2024-01-15 10:00:00.550000,-0.2211,-0.1883,0.7433,0.3374,0.2055,-0.5007,0.0021,0.0098,0.0138
2024-01-15 10:00:00.560000,-0.2186,-0.1463,0.9008,0.3205,0.1685,0.5856,0.0053,0.0115,0.0197
2024-01-15 10:00:00.570000,-0.0987,-0.2716,0.8539,0.1368,0.0018,-0.3195,0.0067,0.0115,0.0165
2024-01-15 10:00:00.580000,-0.304,-0.0753,0.9833,-0.257,0.0655,-0.6539,0.0041,0.0122,0.0099
2024-01-15 10:00:00.590000,-0.1678,-0.1347,1.0239,-0.3033,-0.2524,0.0524,0.0011,0.0097,0.0105
2024-01-15 10:00:00.600000,-0.3845,-0.0381,1.05,-0.608,0.453,-0.596,-0.005,0.0142,0.0045
2024-01-15 10:00:00.610000,-0.275,-0.258,0.9996,-0.1571,-0.4363,0.0394,-0.0065,0.0098,0.0049
2024-01-15 10:00:00.620000,-0.2275,0.0001,1.1124,-0.0031,-0.0145,-0.0892,-0.0066,0.0097,0.004
2024-01-15 10:00:00.630000,-0.1799,0.0602,1.2003,-0.0301,0.0065,-0.545,-0.0069,0.0097,-0.0014
2024-01-15 10:00:00.640000,-0.1507,0.0112,1.1867,0.005,-0.1144,-0.1062,-0.0068,0.0086,-0.0025
2024-01-15 10:00:00.650000,-0.1198,0.002,1.1652,-0.6386,0.0199,0.0553,-0.0132,0.0088,-0.002
2024-01-15 10:00:00.660000,-0.1823,0.0923,1.1853,0.0594,-0.2967,0.3723,-0.0126,0.0058,0.0018
2024-01-15 10:00:00.670000,-0.1587,0.1477,1.1635,0.4586,-0.1679,-0.2479,-0.008,0.0042,-0.0007
2024-01-15 10:00:00.680000,-0.0175,0.1096,1.0467,-0.2388,-0.2906,0.3346,-0.0104,0.0012,0.0026
2024-01-15 10:00:00.690000,-0.0636,0.1357,1.0329,-0.4303,-0.0539,0.2848,-0.0147,0.0007,0.0055
2024-01-15 10:00:00.700000,-0.1114,0.2383,1.0261,-0.4722,0.426,-0.1155,-0.0194,0.005,0.0043
2024-01-15 10:00:00.710000,-0.0608,0.182,0.9794,-0.1898,0.1572,-0.2121,-0.0213,0.0065,0.0022
2024-01-15 10:00:00.720000,-0.0053,0.0694,0.9039,-0.113,-0.3797,-0.3188,-0.0225,0.0027,-0.001
2024-01-15 10:00:00.730000,0.1448,0.2439,0.8381,0.0561,-0.0766,0.0524,-0.0219,0.002,-0.0005
2024-01-15 10:00:00.740000,0.1507,0.1382,0.8211,0.2303,-0.0083,-0.1743,-0.0196,0.0019,-0.0022
2024-01-15 10:00:00.750000,0.2253,0.1527,0.7898,-0.2907,-0.1991,-0.0639,-0.0225,-0.0001,-0.0028
2024-01-15 10:00:00.760000,0.1624,0.1568,0.8246,-0.1566,-0.1364,0.1341,-0.0241,-0.0015,-0.0015
2024-01-15 10:00:00.770000,0.231,0.2203,0.8884,-0.4934,0.388,0.2663,-0.029,0.0024,0.0012
2024-01-15 10:00:00.780000,0.2848,0.2737,0.9913,0.1695,-0.5085,0.0448,-0.0273,-0.0027,0.0016
2024-01-15 10:00:00.790000,0.2205,0.1235,0.8962,-0.1189,0.1272,-0.2592,-0.0285,-0.0014,-0.001
2024-01-15 10:00:00.800000,0.2864,0.2449,1.0507,-0.074,-0.5441,-0.268,-0.0292,-0.0068,-0.0037
2024-01-15 10:00:00.810000,0.1953,0.1017,1.0709,0.3888,0.0884,-0.3727,-0.0254,-0.006,-0.0074
2024-01-15 10:00:00.820000,0.2114,0.1806,1.0418,0.0282,-0.2586,0.3834,-0.0251,-0.0085,-0.0036
2024-01-15 10:00:00.830000,0.1963,0.0626,1.1417,0.5045,0.1927,-0.031,-0.02,-0.0066,-0.0039
2024-01-15 10:00:00.840000,0.1119,-0.0155,1.1639,0.2205,0.5891,0.3033,-0.0178,-0.0007,-0.0008
2024-01-15 10:00:00.850000,0.2222,0.1542,1.1799,-0.1322,-0.0161,0.4425,-0.0191,-0.0009,0.0036
2024-01-15 10:00:00.860000,0.1169,-0.0701,1.2131,-0.3384,0.4003,-0.375,-0.0225,0.0031,-0.0002
2024-01-15 10:00:00.870000,0.1228,-0.0984,1.2246,-0.0515,0.2077,0.5592,-0.023,0.0052,0.0054
2024-01-15 10:00:00.880000,0.1246,-0.1682,1.1576,0.3024,0.138,0.2739,-0.02,0.0066,0.0082
2024-01-15 10:00:00.890000,0.0841,0.0135,1.0641,-0.4205,-0.3144,0.2425,-0.0242,0.0034,0.0106
2024-01-15 10:00:00.900000,0.0626,0.0145,1.013,-0.1851,0.333,0.2362,-0.0261,0.0068,0.013
2024-01-15 10:00:00.910000,-0.0377,-0.0913,1.0275,-0.2528,0.1279,0.2898,-0.0286,0.008,0.0159
2024-01-15 10:00:00.920000,-0.1022,-0.2122,0.8519,-0.1299,-0.3124,0.0286,-0.0299,0.0049,0.0161
2024-01-15 10:00:00.930000,-0.1115,-0.1431,0.9041,0.1163,-0.2756,-0.3203,-0.0287,0.0022,0.0129
2024-01-15 10:00:00.940000,-0.2743,-0.1723,0.7829,0.0567,-0.1664,0.0306,-0.0282,0.0005,0.0132
2024-01-15 10:00:00.950000,-0.2858,-0.2324,0.759,0.0507,-0.2602,-0.4742,-0.0277,-0.0021,0.0085
2024-01-15 10:00:00.960000,-0.3024,-0.1873,0.8541,-0.4206,-0.0419,-0.2886,-0.0319,-0.0025,0.0056
2024-01-15 10:00:00.970000,-0.2981,-0.1023,0.7881,0.2108,0.1728,-0.3168,-0.0298,-0.0008,0.0025
2024-01-15 10:00:00.980000,-0.2027,-0.1822,0.8785,0.2973,-0.0671,-0.1653,-0.0268,-0.0015,0.0008
2024-01-15 10:00:00.990000,-0.3177,-0.0983,0.9993,-0.0736,0.0654,-0.1257,-0.0275,-0.0008,-0.0005
2024-01-15 10:00:01.000000,-0.2801,-0.2485,0.9634,-0.2701,-0.3731,-0.5758,-0.0302,-0.0045,-0.0062
2024-01-15 10:00:01.010000,-0.1443,0.0458,1.1275,0.2432,0.3127,-0.226,-0.0278,-0.0014,-0.0085
2024-01-15 10:00:01.020000,-0.269,-0.0998,1.0155,0.4001,0.264,0.0108,-0.0238,0.0012,-0.0084
2024-01-15 10:00:01.030000,-0.1678,0.0229,1.1874,0.1126,0.6289,-0.4586,-0.0227,0.0075,-0.013
2024-01-15 10:00:01.040000,-0.2823,-0.0088,1.1158,-0.2186,-0.3118,-0.1811,-0.0249,0.0044,-0.0148
2024-01-15 10:00:01.050000,-0.1997,0.0318,1.1722,-0.319,-0.3462,0.1006,-0.0281,0.0009,-0.0138
2024-01-15 10:00:01.060000,-0.2304,-0.0675,1.1798,0.1694,-0.3953,-0.577,-0.0264,-0.003,-0.0195
2024-01-15 10:00:01.070000,-0.1489,-0.0149,1.1343,-0.4698,0.3685,-0.1696,-0.0311,0.0007,-0.0212
2024-01-15 10:00:01.080000,-0.0189,0.0087,1.0955,-0.4191,-0.4208,0.0182,-0.0352,-0.0035,-0.021
2024-01-15 10:00:01.090000,-0.1865,0.0899,0.9976,0.0631,-0.1325,0.3138,-0.0346,-0.0049,-0.0179
2024-01-15 10:00:01.100000,0.0254,0.2119,1.0566,0.4706,-0.4734,0.4673,-0.0299,-0.0096,-0.0132
2024-01-15 10:00:01.110000,0.0489,0.1558,0.8952,0.3448,0.023,0.1648,-0.0265,-0.0094,-0.0116
2024-01-15 10:00:01.120000,0.0208,0.0614,0.845,0.1139,0.0666,0.5237,-0.0253,-0.0087,-0.0063
2024-01-15 10:00:01.130000,-0.0106,0.1495,0.8505,-0.6268,0.1393,0.6228,-0.0316,-0.0073,-0.0001
2024-01-15 10:00:01.140000,0.145,0.1416,0.8009,-0.7371,-0.0293,0.1416,-0.039,-0.0076,0.0013
2024-01-15 10:00:01.150000,0.1277,0.1219,0.8535,-0.0522,-0.3432,-0.1968,-0.0395,-0.011,-0.0007
2024-01-15 10:00:01.160000,0.2152,0.147,0.8075,0.5294,0.1524,-0.07,-0.0342,-0.0095,-0.0014
2024-01-15 10:00:01.170000,0.2201,0.2039,0.8543,-0.2676,0.0185,0.0008,-0.0369,-0.0093,-0.0014
2024-01-15 10:00:01.180000,0.3628,0.0762,0.8988,0.2587,0.0146,0.1834,-0.0343,-0.0092,0.0005
2024-01-15 10:00:01.190000,0.2261,0.0939,0.9833,0.0927,-0.2642,-0.5019,-0.0334,-0.0118,-0.0045
2024-01-15 10:00:01.200000,0.1679,0.1849,0.9789,-0.1721,0.1203,-0.0901,-0.0351,-0.0106,-0.0055
2024-01-15 10:00:01.210000,0.2626,0.126,0.9888,-0.1232,0.2496,0.0877,-0.0363,-0.0081,-0.0046
2024-01-15 10:00:01.220000,0.2581,0.1708,1.0734,-0.5051,-0.2507,0.107,-0.0414,-0.0106,-0.0035
2024-01-15 10:00:01.230000,0.3356,0.1616,1.1911,0.1319,-0.4045,-0.0008,-0.04,-0.0147,-0.0035
2024-01-15 10:00:01.240000,0.2744,-0.085,1.1851,-0.1965,0.2243,-0.3437,-0.042,-0.0124,-0.0069
2024-01-15 10:00:01.250000,0.2118,0.0235,1.1652,0.2546,-0.539,-0.0099,-0.0395,-0.0178,-0.007
2024-01-15 10:00:01.260000,0.2715,-0.0637,1.1736,-0.0676,-0.3013,-0.2786,-0.0401,-0.0208,-0.0098
2024-01-15 10:00:01.270000,0.0267,-0.1419,1.135,-0.0889,-0.229,-0.3403,-0.041,-0.0231,-0.0132
2024-01-15 10:00:01.280000,0.0349,-0.1309,1.1373,-0.6343,-0.2569,0.5339,-0.0474,-0.0257,-0.0079
2024-01-15 10:00:01.290000,-0.0258,-0.1119,1.0691,0.0865,0.2201,-0.5599,-0.0465,-0.0235,-0.0135
2024-01-15 10:00:01.300000,-0.0218,-0.1293,0.9888,0.1532,0.3465,0.0187,-0.045,-0.02,-0.0133
2024-01-15 10:00:01.310000,-0.14,-0.1697,0.9811,0.3776,0.3008,0.2204,-0.0412,-0.017,-0.0111
2024-01-15 10:00:01.320000,-0.0175,-0.1346,0.9413,-0.2535,-0.2811,0.2844,-0.0437,-0.0198,-0.0083
2024-01-15 10:00:01.330000,-0.1229,0.0532,0.8176,0.0795,0.4474,0.0728,-0.0429,-0.0154,-0.0075
2024-01-15 10:00:01.340000,-0.2569,-0.2861,0.7928,0.1199,-0.3853,-0.0242,-0.0417,-0.0192,-0.0078
2024-01-15 10:00:01.350000,-0.2513,-0.059,0.916,-0.3829,0.0735,0.3401,-0.0456,-0.0185,-0.0044
2024-01-15 10:00:01.360000,-0.1715,-0.1497,0.8539,-0.1878,0.0557,0.0051,-0.0474,-0.0179,-0.0043
2024-01-15 10:00:01.370000,-0.1513,-0.1778,0.9212,-0.356,0.4546,0.3515,-0.051,-0.0134,-0.0008
2024-01-15 10:00:01.380000,-0.075,-0.2953,0.9299,-0.3309,0.1511,0.3701,-0.0543,-0.0119,0.0029
2024-01-15 10:00:01.390000,-0.0122,-0.0606,0.9628,-0.1188,0.5069,-0.0597,-0.0555,-0.0068,0.0023
2024-01-15 10:00:01.400000,-0.2167,-0.2216,0.9145,-0.2077,-0.261,0.3807,-0.0576,-0.0094,0.0061
2024-01-15 10:00:01.410000,-0.3274,-0.0223,1.0068,-0.0051,0.2568,-0.3868,-0.0576,-0.0068,0.0022
2024-01-15 10:00:01.420000,-0.4111,0.0708,1.1318,0.188,0.3418,0.2504,-0.0557,-0.0034,0.0047
2024-01-15 10:00:01.430000,-0.2054,-0.1494,1.1094,0.1777,0.1635,-0.5699,-0.054,-0.0018,-0.001
2024-01-15 10:00:01.440000,-0.2727,0.0696,1.1653,0.236,-0.2468,0.3333,-0.0516,-0.0042,0.0024
2024-01-15 10:00:01.450000,-0.2165,0.0016,1.2164,-0.0797,-0.0815,0.7223,-0.0524,-0.0051,0.0096
2024-01-15 10:00:01.460000,-0.2034,-0.1445,1.1766,-0.1545,0.189,0.0584,-0.0539,-0.0032,0.0102
2024-01-15 10:00:01.470000,-0.133,-0.0504,1.1616,-0.3693,0.2315,0.0778,-0.0576,-0.0009,0.011
2024-01-15 10:00:01.480000,-0.0008,0.082,1.1613,0.2099,-0.2867,0.5072,-0.0555,-0.0037,0.016
2024-01-15 10:00:01.490000,-0.0358,0.1199,1.1151,0.2929,-0.3407,-0.0259,-0.0526,-0.0071,0.0158
2024-01-15 10:00:01.500000,-0.0221,-0.0207,0.9977,0.3759,0.3819,-0.7518,-0.0489,-0.0033,0.0083
2024-01-15 10:00:01.510000,-0.053,0.1237,0.9953,0.0943,0.2969,0.0847,-0.0479,-0.0003,0.0091
2024-01-15 10:00:01.520000,-0.0657,0.1994,0.8558,-0.14,0.3852,-0.2685,-0.0493,0.0035,0.0064
2024-01-15 10:00:01.530000,0.0662,0.2224,0.8634,-0.3259,0.5511,-0.0379,-0.0526,0.009,0.006
2024-01-15 10:00:01.540000,0.135,0.1151,0.8515,-0.4021,0.0481,-0.3242,-0.0566,0.0095,0.0028
2024-01-15 10:00:01.550000,0.3115,0.1851,0.8158,-0.5885,-0.4646,0.4637,-0.0625,0.0049,0.0074
2024-01-15 10:00:01.560000,0.207,0.234,0.8199,0.3084,0.4368,0.1479,-0.0594,0.0092,0.0089
2024-01-15 10:00:01.570000,0.297,0.211,0.8096,0.1147,-0.0399,-0.1118,-0.0582,0.0088,0.0078
2024-01-15 10:00:01.580000,0.1948,0.2051,0.8928,0.7008,0.5186,0.1807,-0.0512,0.014,0.0096
2024-01-15 10:00:01.590000,0.1505,0.1307,0.88,-0.0362,-0.2466,-0.0173,-0.0516,0.0115,0.0094
2024-01-15 10:00:01.600000,0.1726,0.0988,0.9947,0.0172,0.2924,0.4675,-0.0514,0.0145,0.0141
2024-01-15 10:00:01.610000,0.1902,0.1103,1.058,0.1086,-0.3129,0.1529,-0.0503,0.0113,0.0156
2024-01-15 10:00:01.620000,0.4108,0.0074,1.1356,0.1795,0.4486,0.4358,-0.0485,0.0158,0.02
2024-01-15 10:00:01.630000,0.1611,0.1357,1.0986,-0.2026,-0.4614,-0.1742,-0.0506,0.0112,0.0182
2024-01-15 10:00:01.640000,0.2747,-0.0986,1.1848,-0.0126,0.0222,0.0662,-0.0507,0.0114,0.0189
2024-01-15 10:00:01.650000,0.111,-0.0399,1.2028,0.2313,-0.0314,0.3238,-0.0484,0.0111,0.0221
2024-01-15 10:00:01.660000,0.2289,-0.026,1.1703,0.4771,-0.1928,0.0702,-0.0436,0.0092,0.0228
2024-01-15 10:00:01.670000,0.1526,-0.0084,1.1635,-0.2745,-0.0029,-0.6756,-0.0464,0.0092,0.0161
2024-01-15 10:00:01.680000,0.0736,-0.0151,1.1166,0.0585,-0.2222,-0.0732,-0.0458,0.0069,0.0154
2024-01-15 10:00:01.690000,0.0451,0.0313,0.9516,0.0276,-0.0878,-0.2944,-0.0455,0.0061,0.0124
2024-01-15 10:00:01.700000,-0.043,-0.0996,0.9631,-0.083,0.0443,0.374,-0.0463,0.0065,0.0162
2024-01-15 10:00:01.710000,0.0059,-0.1786,1.0301,0.3034,-0.2562,0.2131,-0.0433,0.0039,0.0183
2024-01-15 10:00:01.720000,-0.1047,-0.1451,0.9204,0.684,-0.0314,0.3033,-0.0365,0.0036,0.0213
2024-01-15 10:00:01.730000,-0.2031,-0.1681,0.8303,0.1099,0.2149,-0.2486,-0.0354,0.0058,0.0188
2024-01-15 10:00:01.740000,-0.2415,-0.1065,0.8435,-0.2343,-0.2674,-0.2606,-0.0377,0.0031,0.0162
2024-01-15 10:00:01.750000,-0.1562,-0.2354,0.8484,-0.4278,0.0277,-0.3888,-0.042,0.0034,0.0123
2024-01-15 10:00:01.760000,-0.0703,-0.1623,0.8905,-0.0221,-0.3266,-0.0941,-0.0422,0.0001,0.0114
2024-01-15 10:00:01.770000,-0.2055,-0.013,0.8388,0.2831,0.4886,-0.0271,-0.0394,0.005,0.0111
2024-01-15 10:00:01.780000,-0.2442,-0.1194,0.8704,-0.0623,0.1235,0.2935,-0.04,0.0062,0.0141
2024-01-15 10:00:01.790000,-0.2224,-0.2058,0.9245,0.0778,-0.3996,-0.0828,-0.0392,0.0022,0.0132
2024-01-15 10:00:01.800000,-0.1453,-0.1335,0.9771,0.5863,0.5516,-0.2854,-0.0333,0.0078,0.0104
2024-01-15 10:00:01.810000,-0.2307,-0.2671,1.0314,0.1945,0.1085,0.2877,-0.0314,0.0088,0.0133
2024-01-15 10:00:01.820000,-0.2734,-0.0732,1.1133,0.017,-0.2621,-0.2894,-0.0312,0.0062,0.0104
2024-01-15 10:00:01.830000,-0.1383,0.0851,1.1288,-0.4035,0.7336,0.353,-0.0353,0.0136,0.0139
2024-01-15 10:00:01.840000,-0.1733,-0.1188,1.1687,0.2414,-0.0465,0.7907,-0.0329,0.0131,0.0218
2024-01-15 10:00:01.850000,-0.0604,-0.1169,1.2549,0.1674,-0.4834,-0.1441,-0.0312,0.0083,0.0204
2024-01-15 10:00:01.860000,-0.1398,-0.0292,1.1329,0.2477,0.3719,-0.7669,-0.0287,0.012,0.0127
2024-01-15 10:00:01.870000,-0.2197,0.1197,1.1591,-0.3759,0.0902,0.0602,-0.0325,0.0129,0.0133
2024-01-15 10:00:01.880000,-0.1956,0.2041,1.0604,-0.0095,0.4092,0.1243,-0.0326,0.017,0.0145
2024-01-15 10:00:01.890000,0.0837,0.1237,1.0927,0.174,0.0388,-0.0113,-0.0308,0.0174,0.0144
2024-01-15 10:00:01.900000,0.1285,0.0029,1.0448,-0.4402,-0.2113,0.2788,-0.0352,0.0153,0.0172
2024-01-15 10:00:01.910000,0.0155,0.1193,0.9097,0.0397,-0.3587,-0.0121,-0.0348,0.0117,0.0171
2024-01-15 10:00:01.920000,0.0376,0.2766,0.8664,0.3259,-0.233,-0.3022,-0.0316,0.0093,0.0141
2024-01-15 10:00:01.930000,0.222,0.1177,0.881,-0.1925,-0.2091,-0.2736,-0.0335,0.0072,0.0113
2024-01-15 10:00:01.940000,0.0507,0.1593,0.8178,0.3178,-0.4841,-0.1304,-0.0303,0.0024,0.01
2024-01-15 10:00:01.950000,0.0985,0.1692,0.8767,0.0082,-0.2303,-0.0771,-0.0302,0.0001,0.0093
2024-01-15 10:00:01.960000,0.2481,0.0245,0.7807,0.029,-0.0546,-0.1437,-0.0299,-0.0004,0.0078
2024-01-15 10:00:01.970000,0.1868,0.2226,0.8975,0.2952,-0.0899,-0.0209,-0.027,-0.0013,0.0076
2024-01-15 10:00:01.980000,0.2343,0.2021,0.9837,-0.2049,-0.9639,-0.3422,-0.029,-0.011,0.0042
2024-01-15 10:00:01.990000,0.2322,-0.0379,0.9601,-0.3879,-0.3334,0.5352,-0.0329,-0.0143,0.0095
2024-01-15 10:00:02.000000,0.2768,-0.0001,0.9745,-0.0797,-0.0509,-0.136,-0.0337,-0.0148,0.0082
2024-01-15 10:00:02.010000,0.3608,0.0109,1.0245,0.0984,-0.2052,-0.3087,-0.0327,-0.0169,0.0051
2024-01-15 10:00:02.020000,0.2477,0.1283,1.0993,0.105,0.1546,0.0823,-0.0317,-0.0153,0.0059
2024-01-15 10:00:02.030000,0.2784,-0.0134,1.1727,0.0947,-0.1762,-0.1623,-0.0307,-0.0171,0.0043
2024-01-15 10:00:02.040000,0.0436,0.056,1.1114,-0.2233,-0.0354,-0.1058,-0.033,-0.0175,0.0032
2024-01-15 10:00:02.050000,0.1794,-0.0141,1.1676,0.1426,0.1137,0.0705,-0.0315,-0.0163,0.0039
2024-01-15 10:00:02.060000,0.087,-0.0174,1.1765,-0.0315,0.2897,0.0415,-0.0319,-0.0134,0.0044
2024-01-15 10:00:02.070000,0.0243,-0.0063,1.2078,0.458,0.0163,-0.3733,-0.0273,-0.0133,0.0006
2024-01-15 10:00:02.080000,0.0159,-0.046,1.1803,0.2668,-0.5243,0.1993,-0.0246,-0.0185,0.0026
2024-01-15 10:00:02.090000,0.0216,-0.0894,1.0504,0.1558,0.4133,-0.0374,-0.023,-0.0144,0.0022
2024-01-15 10:00:02.100000,0.0826,-0.0796,0.9557,-0.0544,0.2973,-0.1656,-0.0236,-0.0114,0.0006
2024-01-15 10:00:02.110000,-0.1359,-0.1038,0.95,-0.1068,-0.3087,0.4563,-0.0247,-0.0145,0.0051
2024-01-15 10:00:02.120000,-0.0658,-0.1502,0.9012,-0.068,0.0771,0.1572,-0.0253,-0.0137,0.0067
2024-01-15 10:00:02.130000,-0.1438,-0.177,0.9018,0.0826,-0.2814,-0.3154,-0.0245,-0.0165,0.0036
2024-01-15 10:00:02.140000,-0.1655,0.0023,0.8111,0.2936,-0.1572,-0.172,-0.0216,-0.0181,0.0018
2024-01-15 10:00:02.150000,-0.0898,-0.1854,0.7804,-0.4399,0.2106,-0.1548,-0.026,-0.016,0.0003
